id,createdTime,extraction_id,city,page_number,solution_name,climate_problem,category,subcategory,quote,context,solution_description,reasoning,confidence,technical_components,implementation_details,solution_type,source_file,extraction_date,matches_taxonomy,solution_quality_triage,has_tech_components,has_implementation,has_climate_link,solution_set,upsert_status,recategorize_to,original_cat,Last Updated Time,solution_key,file-page-quote,Created time,subcategory_link,category_link,taxonomy_mismatch_reason,solution_quality_notes,need_recat,solution_recat_notes,solution_type_manual,need_add_cat,solution_add_cat_notes
recnmgjmWBcFk1yqp,2025-02-18T16:18:09.000Z,b56aa679-0786-4b3a-9c02-f6c87613c2df,Pune,46,Air Quality Data Visualization and Health Communication Program,Air pollution and its health impacts on vulnerable populations,Health Adaptation,Air Quality Health Alerts,"To set up a program for converting information about air pollution levels and air quality related risk into easily understandable forms, and disseminate information to the public using multiple forms, and seek their participation so they can take steps to avoid exposure","Project Air Quality Data Visualization and Health Communication Program Led PMC, MPCB City-wide | Program On-going | Short-term Objective To set up a program for converting information about air pollution levels and air quality related risk into easily understandable forms, and disseminate information to the public using multiple forms, and seek their participation so they can take steps to avoid exposure Success Indicators • Air quality visualizations available in public domain • A range of communication modes launched for public information","A program to visualize air pollution data and communicate air quality risks to the public through multiple forms, enabling informed decision-making and exposure reduction.","The solution uses digital visualization tools to communicate air quality data, enabling public awareness and adaptive actions to reduce exposure to air pollution.",0.8,"Air quality visualizations
","City-wide program led by PMC and MPCB, with ongoing implementation and public dissemination of air quality data.",Climate Adaptation,pune-resilience-strategy.pdf,2025-02-15T13:29:28.677Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Health Adaptation to ,Health Adaptation,2025-02-18T16:18:09.000Z,Source: pune-resilience-strategy.pdf + Page: 46+ solution: Air Quality Data Visualization and Health Communication Program,"pune-resilience-strategy.pdf-46-To set up a program for converting information about air pollution levels and air quality related risk into easily understandable forms, and disseminate information to the public using multiple forms, and seek their participation so they can take steps to avoid exposure",2025-02-18T16:18:09.000Z,,,,,,,,,
recnnk1A9tKF7YOrz,2025-01-29T15:31:45.000Z,fc8f6178-4ef2-466c-9754-8dc199c4e184,Pune,17,Intelligent Traffic Management System (ITMS),Inefficient route design and poor traffic management systems,Infrastructure Adaptation,Smart Grid Management Systems,"the introduction of Rainbow BRTS, which has dedicated bus lanes and Intelligent Traffic Management System (ITMS).","Nevertheless, the city has been making improvements in the bus-system especially with the introduction of Rainbow BRTS, which has dedicated bus lanes and Intelligent Traffic Management System (ITMS).",The Intelligent Traffic Management System (ITMS) is a digital solution aimed at improving traffic management and route efficiency for the bus system.,"The ITMS uses digital technology to enhance traffic management, which is a modern adaptation solution for improving urban mobility and reducing congestion-related emissions.",0.8,"Intelligent Traffic Management System (ITMS)
",Implemented as part of the Rainbow BRTS to improve bus system efficiency.,Climate Adaptation,pune-resilience-strategy.pdf,2025-01-28T23:11:26.129Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Infrastructure Adaptation,2025-02-24T20:38:51.000Z,Source: pune-resilience-strategy.pdf + Page: 17+ solution: Intelligent Traffic Management System (ITMS),"pune-resilience-strategy.pdf-17-the introduction of Rainbow BRTS, which has dedicated bus lanes and Intelligent Traffic Management System (ITMS).",2025-01-29T15:31:45.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,Reminder: we are missing a transportation category in our taxonomy; ,true,"I believe ""Smart Grids"" refer to energy systems; would not apply to traffic. 
""Smart Grid Management Systems (SGMS) refer to advanced technologies and strategies used to enhance the resilience and efficiency of power systems in the face of climate change and extreme weather events. These systems integrate various Grid Enhancing Technologies (GETs) to optimize energy distribution, enable predictive maintenance, ensure reliable electricity supply, and facilitate the integration of renewable energy sources""
",,,
recnoCycrp6gA50Fu,2025-02-03T17:42:57.000Z,4feb9c34-9335-4ad1-b366-310f3a361d32,Toyama,30,Rainwater Estimation System,Prediction of rainfall amount and intensity to manage rainwater and prevent flooding.,Hazard Monitoring,Predictive Modeling Systems,Prediction of rainfall amount and rainfall intensity through a short‐term rainfall prediction model.,Rainwater Estimation System: Prediction of rainfall amount and rainfall intensity through a short‐term rainfall prediction model.,"A system that uses a short-term rainfall prediction model to estimate rainfall amount and intensity, aiding in rainwater management and flood prevention.","The solution uses a predictive model to forecast rainfall, which is a digital system enabling proactive flood management.",0.9,"short‐term rainfall prediction model
",Implemented as part of the B‐DASH initiative to strengthen regional disaster prevention capacity.,Climate Adaptation and Resilience,Development-Knowledge-of-Toyama-City.pdf,2025-02-02T22:55:01.950Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Hazard Monitoring,2025-02-09T21:43:29.000Z,Source: Development-Knowledge-of-Toyama-City.pdf + Page: 30+ solution: Rainwater Estimation System,Development-Knowledge-of-Toyama-City.pdf-30-Prediction of rainfall amount and rainfall intensity through a short‐term rainfall prediction model.,2025-02-03T17:42:57.000Z,"[""recMxASM61CAWebMx""]","[""recZlMwcic72dQQ2g""]",,,,,,,
recnqXnDac5O7TWqQ,2025-02-03T17:42:46.000Z,56270573-3d3f-45a7-a43a-c3486a5742d6,Mumbai,163,Air Quality Data Monitoring and Dissemination,Air quality monitoring and information dissemination,Hazard Monitoring,Air Quality Alert Systems,Strengthen and ensuring timely air quality data monitoring and dissemination of information aligned with NCAP,"Output: Updated annual emissions inventory, publicly available air quality data, no. of air quality sampling points (as compared with the recommended minimum no.) % area/ population covered by monitoring and modelling systems","A system for monitoring air quality data and disseminating information, likely involving digital data collection and communication technologies.","The solution involves monitoring and dissemination of air quality data, indicating the use of digital systems for data collection and communication.",0.8,"monitoring and dissemination of information
",Aligned with NCAP for coordination among departments.,Climate Adaptation and Resilience,Mumbai Climate Action Plan 2022.pdf,2025-02-02T22:35:01.940Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Hazard Monitoring,2025-02-09T21:43:29.000Z,Source: Mumbai Climate Action Plan 2022.pdf + Page: 163+ solution: Air Quality Data Monitoring and Dissemination,Mumbai Climate Action Plan 2022.pdf-163-Strengthen and ensuring timely air quality data monitoring and dissemination of information aligned with NCAP,2025-02-03T17:42:46.000Z,"[""rechJA9Dut1fHNLHS""]","[""recZlMwcic72dQQ2g""]",,,,,,,
recnsDQvwpJKvALmA,2025-02-03T17:42:52.000Z,5a346025-66f0-4637-9b17-de44bf6bef28,Melbourne,33,Virtual Renewable Energy Power Plant,Facilitating renewable energy access and distribution,Infrastructure Adaptation,Smart Grid Management Systems,The development of a virtual renewable energy power plant or facilitation of renewable energy purchases for residents could help share the benefits of the renewable energy transition with people who live in apartments as well as stand-alone houses.,The development of a virtual renewable energy power plant or facilitation of renewable energy purchases for residents could help share the benefits of the renewable energy transition with people who live in apartments as well as stand-alone houses.,"A virtual renewable energy power plant uses digital systems to aggregate and manage distributed energy resources, enabling efficient energy distribution and access for residents.","The solution involves a digital system that aggregates and manages energy resources, which is a modern technology-enabled approach to enhance renewable energy distribution.",0.8,"virtual renewable energy power plant
",Could help share the benefits of the renewable energy transition with people who live in apartments as well as stand-alone houses.,Climate Mitigation,climate-change-mitigation-strategy-2050.pdf,2025-02-02T22:44:45.222Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: climate-change-mitigation-strategy-2050.pdf + Page: 33+ solution: Virtual Renewable Energy Power Plant,climate-change-mitigation-strategy-2050.pdf-33-The development of a virtual renewable energy power plant or facilitation of renewable energy purchases for residents could help share the benefits of the renewable energy transition with people who live in apartments as well as stand-alone houses.,2025-02-03T17:42:52.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recntIcM00cwxQdWD,2025-02-03T18:14:15.000Z,26a45bce-41e7-43a2-93f4-55dd1acf65d5,Austin,56,Automated Tracking Systems for Leak Awareness,Leak detection and disaster response,Water Resilience,Water Loss Detection Systems,Discuss the benefits of automated tracking systems in helping with leak awareness and insurance claims during disaster events.,Discuss the benefits of automated tracking systems in helping with leak awareness and insurance claims during disaster events.,"Automated tracking systems are used to enhance leak awareness and facilitate insurance claims during disaster events, improving response and recovery.","The solution involves automated systems for tracking leaks, which are crucial for managing water resources and responding to climate-related disasters.",0.8,"automated tracking systems
",Used for leak awareness and insurance claims during disaster events.,Climate Adaptation and Resilience,Climate Equity Plan Full Document__FINAL.pdf,2025-02-03T02:45:30.070Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Water Resilience,2025-02-09T21:43:29.000Z,Source: Climate Equity Plan Full Document__FINAL.pdf + Page: 56+ solution: Automated Tracking Systems for Leak Awareness,Climate Equity Plan Full Document__FINAL.pdf-56-Discuss the benefits of automated tracking systems in helping with leak awareness and insurance claims during disaster events.,2025-02-03T18:14:15.000Z,"[""rec2XiOJmVA2PlP9k""]","[""recxG8gMU2ifwGwIX""]",,,,,,,
recnuVznIhpcuUstx,2025-02-03T18:14:06.000Z,edab9703-c42d-4077-8777-a9e911b3559a,New York,305,Energy and Water Retrofit Accelerator Web Portal,Lack of accessible information and resources for energy efficiency and resilience in buildings.,Infrastructure Adaptation,Building Energy Management Systems,"As part of the Retrofit Accelerator, the City will support the creation of a web portal for information on energy efficiency.","With the release of One City: Built to Last, the City committed to creating an Energy and Water Retrofit Accelerator to help building owners implement energy efficiency projects and navigate the complex market for energy services and to engage new communities in developing more energy efficient and resilient communities. As part of the Retrofit Accelerator, the City will support the creation of a web portal for information on energy efficiency.",A web portal will provide centralized information on energy efficiency to support building owners in implementing energy efficiency projects and navigating the energy services market.,"The web portal is a digital platform that supports energy efficiency, which contributes to both reducing emissions (mitigation) and improving resilience (adaptation).",0.8,"web portal
",The web portal will be part of the Energy and Water Retrofit Accelerator initiative to engage communities and building owners.,Both Climate Adaptation and Mitigation,New-York-City-Resilience-Strategy-English.pdf,2025-02-15T12:15:00.587Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",UPDATED,,Infrastructure Adaptation,2025-02-18T16:17:34.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 305+ solution: Energy and Water Retrofit Accelerator Web Portal,"New-York-City-Resilience-Strategy-English.pdf-305-As part of the Retrofit Accelerator, the City will support the creation of a web portal for information on energy efficiency.",2025-02-03T18:14:06.000Z,"[""rec6jar28vdxQjSfU""]","[""recW69WCUlbIveX6W""]",,,,,,,
recnzQAe8kaHJvEPG,2025-02-10T20:12:52.000Z,914aa629-f15c-4b3e-8453-f9dafaecf244,Atlanta,57,Atlanta Better Buildings Challenge,Reducing energy and water consumption in commercial buildings to enhance sustainability and resilience.,Infrastructure Adaptation,Building Energy Management Systems,"Atlanta is 1st in the nation in the Department of Energy’s Better Buildings Challenge Program, with 114+ million square feet of commercial building space committed to improving their energy and water efficiency 20% by 2020.","Atlanta is 1st in the nation in the Department of Energy’s Better Buildings Challenge Program, with 114+ million square feet of commercial building space committed to improving their energy and water efficiency 20% by 2020.",The Better Buildings Challenge promotes the adoption of energy-efficient and water-efficient technologies in commercial buildings to achieve significant resource savings.,"The program focuses on improving energy and water efficiency, which directly supports both adaptation (resource resilience) and mitigation (reduced emissions).",0.7,"energy and water efficiency improvements
",114+ million square feet of commercial building space is committed to achieving these improvements.,Both Climate Adaptation and Mitigation,Atlanta-Resilience-Strategy-English.pdf,2025-02-06T22:55:47.066Z,Yes,pending,Yes,Yes,Yes,,NEW,The Category is recategorize from Infrastructure Adaptation to ,Infrastructure Adaptation,2025-02-10T21:06:54.000Z,Source: Atlanta-Resilience-Strategy-English.pdf + Page: 57+ solution: Atlanta Better Buildings Challenge,"Atlanta-Resilience-Strategy-English.pdf-57-Atlanta is 1st in the nation in the Department of Energy’s Better Buildings Challenge Program, with 114+ million square feet of commercial building space committed to improving their energy and water efficiency 20% by 2020.",2025-02-10T20:12:52.000Z,,,,,,,,,
reco0f5jjNHbVqBhi,2025-02-03T17:43:12.000Z,6ac1ac13-58b8-4cd8-88fa-7d9e4f9c3c26,Louisville,48,Re-TRAC Connect Portal for Waste Tracking and Donation,Food waste management and redistribution to reduce waste and support food-insecure populations.,Food System Adaptation,Food Supply Monitoring,Louisville Metro Government’s Department of Solid Waste Management is offering businesses who operate food systems an opportunity to sign-up to the free Re-TRAC Connect portal that tracks waste and connects businesses with food donation services.,Louisville Metro Government’s Department of Solid Waste Management is offering businesses who operate food systems an opportunity to sign-up to the free Re-TRAC Connect portal that tracks waste and connects businesses with food donation services.,"The Re-TRAC Connect portal is a digital platform that enables businesses to track food waste and connect with food donation services, facilitating waste reduction and redistribution.","The Re-TRAC Connect portal is a digital system explicitly mentioned in the text, designed to track and manage food waste, which directly supports climate adaptation by reducing waste and enhancing food system resilience.",0.9,"Re-TRAC Connect portal
",Businesses operating food systems can sign up for the portal to track waste and connect with donation services.,Climate Adaptation,Louisville-Resilience-Strategy-English.pdf,2025-02-15T16:08:33.313Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",UPDATED,,Food System Adaptation,2025-02-18T16:19:16.000Z,Source: Louisville-Resilience-Strategy-English.pdf + Page: 48+ solution: Re-TRAC Connect Portal for Waste Tracking and Donation,Louisville-Resilience-Strategy-English.pdf-48-Louisville Metro Government’s Department of Solid Waste Management is offering businesses who operate food systems an opportunity to sign-up to the free Re-TRAC Connect portal that tracks waste and connects businesses with food donation services.,2025-02-03T17:43:12.000Z,"[""rechWJSouhxyCyu2I""]","[""reczWby8ynKcMq1CD""]",,,,,,,
reco25bXFXVpz0xJM,2025-02-03T18:13:47.000Z,efc3bbce-71df-47f0-9c16-7fdc3ed2914b,Honolulu,67,Smart Sustainable Communities,Need for a comprehensive strategy to adapt to climate impacts,Adaptation Planning,Adaptation Planning Software,Chart a Climate Resilient Future by Creating and Implementing a Climate Adaptation Strategy,28 Chart a Climate Resilient Future by Creating and Implementing a Climate Adaptation Strategy,Developing a climate adaptation strategy using smart sustainable community approaches to enhance resilience.,"The solution involves creating a strategy using smart sustainable community technologies, which implies the use of digital systems for planning and implementation.",0.8,"Smart Sustainable Communities
",Creating and implementing a strategy,Climate Adaptation and Resilience,Ola_Oahu_Resilience_Strategy.pdf,2025-02-03T01:10:29.003Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: Ola_Oahu_Resilience_Strategy.pdf + Page: 67+ solution: Smart Sustainable Communities,Ola_Oahu_Resilience_Strategy.pdf-67-Chart a Climate Resilient Future by Creating and Implementing a Climate Adaptation Strategy,2025-02-03T18:13:47.000Z,"[""recSA0wiGBiOEceub""]","[""reczirxn83VMd6Ynt""]",,,,,,,
reco4ubI0LxIQTCTt,2025-01-29T15:31:50.000Z,0b25c085-4a80-426e-8233-e5e486db61b5,Warsaw,187,Lighting Poles with Communication and Monitoring Functions,"Need for integrated urban monitoring systems to manage air quality and traffic, contributing to urban resilience.",Hazard Monitoring,Environmental Sensor Networks,"Lighting poles with communication functions, in addition to the lighting function, can be a key element of gathering and presenting information from monitoring and measurements using sensors in the city, both for air quality and traffic management.","Lighting poles with communication functions, in addition to the lighting function, can be a key element of gathering and presenting information from monitoring and measurements using sensors in the city, both for air quality and traffic management.",Lighting poles are equipped with communication functions and sensors to gather and present information for air quality and traffic management. This enables real-time monitoring and data-driven decision-making.,"The solution uses sensors and communication systems to monitor urban conditions, enhancing resilience to climate-related challenges like air pollution and traffic disruptions.",0.8,"sensors, communication functions, air quality monitoring, traffic management
",The lighting poles will integrate sensors and communication systems to monitor and manage urban air quality and traffic.,Climate Adaptation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-02-15T14:37:03.787Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",UPDATED,The Category is recategorize from Hazard Monitoring to Infrastructure Adaptation,Hazard Monitoring,2025-02-18T16:18:28.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 187+ solution: Lighting Poles with Communication and Monitoring Functions,"Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-187-Lighting poles with communication functions, in addition to the lighting function, can be a key element of gathering and presenting information from monitoring and measurements using sensors in the city, both for air quality and traffic management.",2025-01-29T15:31:50.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
reco5eLVzXUpJD249,2025-02-18T16:18:55.000Z,180b9880-25a8-47f2-ae6c-eefd7c99b760,Warsaw,323,Electric Vehicle Charging Network,Need for infrastructure to support the adoption of electric vehicles to reduce greenhouse gas emissions.,Infrastructure Adaptation,Resilient Telecommunications,The city will need to collaborate with the private sector and other actors in order to install a wide-ranging charging network and stations.,"The city will need to collaborate with the private sector and other actors in order to install a wide-ranging charging network and stations, and cooperate with private companies, encouraging uptake from fleet operators and private owners to implement charging stations.",The installation of a wide-ranging charging network and stations to support the electrification of passenger vehicles.,"The charging network supports the transition to electric vehicles, which reduces emissions. The solution involves modern infrastructure with digital components for EV charging.",0.8,"charging network, charging stations
",Collaboration with private sector and fleet operators to implement the network.,Climate Mitigation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-02-15T14:50:23.698Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Infrastructure Adaptation to ,Infrastructure Adaptation,2025-02-18T16:18:55.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 323+ solution: Electric Vehicle Charging Network,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-323-The city will need to collaborate with the private sector and other actors in order to install a wide-ranging charging network and stations.,2025-02-18T16:18:55.000Z,,,,,,,,,
reco76KYKcmsCR86X,2025-01-29T15:31:59.000Z,2df2afde-d11a-4a67-850e-da8e89b17bfa,Thessaloniki,138,Upgraded Air Quality Monitoring System,Air pollution monitoring and management,Hazard Monitoring,Air Quality Alert Systems,Upgrade the air quality monitoring system and introduce New stations,"Upgrade the air quality monitoring system and introduce New stations Municipalities of Thessaloniki Regional Authority, AUTh, Private partners Medium Term New",An upgraded air quality monitoring system involves enhancing existing digital infrastructure to improve air quality data collection and analysis.,"The solution explicitly mentions upgrading a monitoring system, which implies the use of modern digital technologies for air quality management.",0.8,"air quality monitoring system
","Implemented by Municipalities of Thessaloniki, Regional Authority, AUTh, and private partners with a medium-term timeline.",Climate Adaptation,Thessaloniki-Resilience-Strategy-English.pdf,2025-02-15T15:48:44.449Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",UPDATED,,Hazard Monitoring,2025-02-18T16:19:14.000Z,Source: Thessaloniki-Resilience-Strategy-English.pdf + Page: 138+ solution: Upgraded Air Quality Monitoring System,Thessaloniki-Resilience-Strategy-English.pdf-138-Upgrade the air quality monitoring system and introduce New stations,2025-01-29T15:31:59.000Z,"[""rechJA9Dut1fHNLHS""]","[""recZlMwcic72dQQ2g""]",,,,,,,
reco8V84F2smdU4BG,2025-01-29T15:31:52.000Z,d81a6275-7d6a-4219-8207-d4f495295f20,Warsaw,236,Bicycle and Electric Scooter System Development,Promoting sustainable urban mobility,Infrastructure Adaptation,Smart Grid Management Systems,Further development of the system of renting bicycles and electric scooters,Further development of the system of renting bicycles and electric scooters,Development of a digital system for renting bicycles and electric scooters to enhance sustainable urban transport.,"The rental system for bicycles and scooters is a digital solution promoting sustainable transport, aiding climate adaptation.",0.7,"system of renting bicycles and electric scooters
",Focus on expanding and optimizing the rental system.,Climate Adaptation and Resilience,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-01-28T23:18:50.412Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 236+ solution: Bicycle and Electric Scooter System Development,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-236-Further development of the system of renting bicycles and electric scooters,2025-01-29T15:31:52.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recoA8bCjD1NVH4Cb,2025-01-29T15:31:34.000Z,41023805-0352-4425-a7a1-798eeedc8b92,New York City,89,Bus Lane Camera Enforcement,Reducing traffic congestion and improving public transportation efficiency.,Community Resilience,Community Alert Networks,Increase camera enforcement of bus-lane rules.,Effective enforcement of bus lanes requires cameras in order to keep the lanes free from traffic.,"Use of cameras to enforce bus-lane rules, ensuring lanes remain clear for buses.","Camera enforcement helps maintain efficient public transit, reducing congestion and emissions, thus supporting both adaptation and mitigation goals.",0.7,"camera enforcement
",The City will work to expand use of bus-lane cameras.,Both Climate Adaptation and Climate Mitigation,New-York-City-Resilience-Strategy-English.pdf,2025-01-28T22:57:52.272Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Community Resilience,2025-02-09T21:43:29.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 89+ solution: Bus Lane Camera Enforcement,New-York-City-Resilience-Strategy-English.pdf-89-Increase camera enforcement of bus-lane rules.,2025-01-29T15:31:34.000Z,"[""reczfdQ3oSAVF52pQ""]","[""recsKvsr32KNM9vvq""]",,,,,,,
recoAwdIMPaM2jRAO,2025-02-18T16:17:54.000Z,b922baae-dc04-4b87-af08-1d11a75ae653,Los Angeles,59,Risk and Opportunity Assessments for Power Infrastructure,Assessing and mitigating risks to power infrastructure from climate-related shocks and stresses.,Adaptation Planning,Impact Modeling Platforms,"The City will pursue partnership and collaboration opportunities and continue to work with experts to assess potential impacts and model shocks and stresses, such as a major earthquake or heatwave, on the power infrastructure.","The City will pursue partnership and collaboration opportunities and continue to work with experts to assess potential impacts and model shocks and stresses, such as a major earthquake or heatwave, on the power infrastructure.",The solution involves using modeling tools to assess potential impacts and prioritize infrastructure investments to enhance resilience against shocks and stresses.,"The solution explicitly mentions 'model shocks and stresses,' which aligns with modern technology-enabled impact modeling platforms for climate adaptation.",0.9,"model shocks and stresses
",The City will collaborate with experts to conduct these assessments and modeling activities.,Climate Adaptation,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-15T12:55:34.453Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Adaptation Planning to ,Adaptation Planning,2025-02-18T16:17:54.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 59+ solution: Risk and Opportunity Assessments for Power Infrastructure,"Los-Angeles-Resilience-Strategy-English.pdf-59-The City will pursue partnership and collaboration opportunities and continue to work with experts to assess potential impacts and model shocks and stresses, such as a major earthquake or heatwave, on the power infrastructure.",2025-02-18T16:17:54.000Z,,,,,,,,,
recoD30Z5sJyb4djV,2025-01-29T15:31:51.000Z,125d5ae4-bba4-43de-a3f9-8d420cabc392,Warsaw,198,Automatic Light Switches and LED Replacement,Reducing energy consumption in lighting systems,Infrastructure Adaptation,Building Energy Management Systems,"automatic light switches, and to replace the light points with LEDs","In addition, it is important to use automatic light switches, and to replace the light points with LEDs.",The use of automatic light switches and LED lighting aims to reduce energy consumption by automating lighting control and using energy-efficient lighting technology.,"The solution uses smart technology to optimize lighting energy use, contributing to climate mitigation by reducing energy consumption.",0.7,"automatic light switches, LEDs
",Part of building modernization efforts,Climate Mitigation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-01-28T23:18:08.144Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 198+ solution: Automatic Light Switches and LED Replacement,"Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-198-automatic light switches, and to replace the light points with LEDs",2025-01-29T15:31:51.000Z,"[""rec6jar28vdxQjSfU""]","[""recW69WCUlbIveX6W""]",,,,,,,
recoDdshWOLqIg07b,2025-02-03T18:14:11.000Z,dfb073e6-d8a5-4582-8095-e67287fc3bd4,Chicago,30,Smart Thermostat Installations,High utility costs and carbon footprint in multifamily buildings,Infrastructure Adaptation,Building Energy Management Systems,smart thermo-City Partners stat installations,"Large savings from retrofits such as STRATEGY 1 weatherization (insulation and air sealing), lighting and appliance upgrades, smart thermo-City Partners stat installations, and high-efficiency heating and cooling equipment are well-established, though paying for these improvements can be an obstacle for landlords.",Installation of smart thermostats to improve energy efficiency and reduce utility costs in residential buildings.,"The solution involves the use of smart thermostats, which are digital devices that help optimize energy use, thus reducing carbon emissions.",0.8,"smart thermo-City Partners stat installations
",Part of a retrofit strategy to improve efficiency in multifamily buildings.,Climate Mitigation,Chicago-CAP-071822.pdf,2025-02-03T02:33:55.060Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Chicago-CAP-071822.pdf + Page: 30+ solution: Smart Thermostat Installations,Chicago-CAP-071822.pdf-30-smart thermo-City Partners stat installations,2025-02-03T18:14:11.000Z,"[""rec6jar28vdxQjSfU""]","[""recW69WCUlbIveX6W""]",,,,,,,
recoE1S51RqC7G2xn,2025-01-29T15:31:38.000Z,f5a474a3-292b-4619-914b-7c1dc8380a71,New York City,304,Green Report Card,Monitoring and reporting on green building improvements,Infrastructure Adaptation,Building Energy Management Systems,Develop a “green report card” and an online tracking tool for green building improvements,Develop a “green report card” and an online tracking tool for green building improvements,An online tracking tool designed to assess and report on the progress of green building improvements.,"The use of an online tracking tool indicates a digital approach to monitoring building improvements, which aligns with climate mitigation efforts.",0.8,"online tracking tool
",Partially Completed,Climate Mitigation,New-York-City-Resilience-Strategy-English.pdf,2025-01-28T23:03:35.111Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 304+ solution: Green Report Card,New-York-City-Resilience-Strategy-English.pdf-304-Develop a “green report card” and an online tracking tool for green building improvements,2025-01-29T15:31:38.000Z,"[""rec6jar28vdxQjSfU""]","[""recW69WCUlbIveX6W""]",,,,,,,
recoFZiaqCiUloc3D,2025-02-18T16:17:24.000Z,de44bbdb-616b-4754-a042-4ffa6ae54a7c,New York,226,Community-Based Emergency Planning Tools,Limited tools for effective collaboration and emergency planning between government and communities.,Emergency Management,Response Coordination Software,"It will also encourage more effective coordination, collaboration, and decision-making in these efforts, in addition to linking to tools for connecting organizations and aiding in community-based emergency planning between government and communities.","The platform will allow for the identification of both gaps and duplication of efforts, as well as opportunities for integrating existing community-based and government initiatives. It will also encourage more effective coordination, collaboration, and decision-making in these efforts, in addition to linking to tools for connecting organizations and aiding in community-based emergency planning between government and communities.",Digital tools integrated into the platform to connect organizations and support community-based emergency planning and decision-making.,"The solution uses digital tools to enhance emergency planning and coordination, which are critical for climate adaptation.",0.7,"tools for connecting organizations
",The tools will be linked to the platform to facilitate collaboration and emergency planning.,Climate Adaptation,New-York-City-Resilience-Strategy-English.pdf,2025-02-15T12:07:45.070Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Emergency Management to ,Emergency Management,2025-02-18T16:17:24.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 226+ solution: Community-Based Emergency Planning Tools,"New-York-City-Resilience-Strategy-English.pdf-226-It will also encourage more effective coordination, collaboration, and decision-making in these efforts, in addition to linking to tools for connecting organizations and aiding in community-based emergency planning between government and communities.",2025-02-18T16:17:24.000Z,,,,,,,,,
