id,createdTime,Subcategory Name,Created Date,Status,Parent Category,Taxonomy Version,Last Updated,Solutions
recbM0jpqPGUyVxk3,2025-01-28T07:45:35.000Z,Infrastructure Digital Twin Platforms,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recti0tW9XklJvoNp"",""rec9CDuIMTfggZ6uP"",""reclVAHl5o5uDEok0"",""recNTBmMZJTgp1iy4"",""recOerFRHRZuzZTUt"",""recDuv8MH6GVkSdA3"",""recpYRMGHO9dLzsuG"",""recRvRNoMtLnnsXMD"",""recF4edpqhyJ7Yf61"",""recBooPPVjYK0HeFi"",""recm6qRO7bBjJZkFa"",""rec1o4Y0H3AG8PfNR""]"
recbsaD38KFw9ZZFu,2025-01-28T07:45:59.000Z,Financial Risk Assessment,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:45:59.000Z,
recbuTDYNyxqQx5We,2025-01-28T07:45:33.000Z,Backup Power Systems,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec4p8roFTjkUBh3z"",""recPsIXxWYOqAbS6b""]"
reccZWgnoBWObfFIy,2025-01-28T07:45:53.000Z,Small Business Continuity Tools,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:53.000Z,
reccklqCJDA3Z6k9Y,2025-01-28T07:45:34.000Z,Green Roof Technologies,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recyx1Ex5WjV8t4iV"",""recDdGclLqqJO9kgS""]"
recctnPdoRh9eWIWn,2025-01-28T07:45:41.000Z,Soil Health Tracking Platforms,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-28T07:45:41.000Z,
recd3XqR3Yfejko9w,2025-01-28T07:46:00.000Z,Resilient Infrastructure Financing,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recO9FqQTyTBdKD6O"",""recodqcxiqmdRpNAr"",""rec8ttDEixqtFAp8f""]"
recdf2oLf8kuRaBqq,2025-01-28T07:45:37.000Z,Damage Assessment Applications,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec3TeO6smsQtRyCn"",""rec5fFrSkEn6jF6v5""]"
recdhiob1FTiueKBg,2025-01-28T07:45:48.000Z,Pandemic Preparedness Systems,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:48.000Z,
recdySzo0a7GjCRjr,2025-01-28T07:45:57.000Z,Learning Management Platforms,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recidGU78ASi0sHUK"",""recbPzXthLbzt4wC3""]"
rece2eEmmbRHT7TQC,2025-01-28T07:45:30.000Z,Drought Monitoring Platforms,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-01-28T07:45:30.000Z,
rece9lHpaPPOJKhsD,2025-01-28T07:45:57.000Z,Resilience Metrics Systems,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec461JHC962RwHcg"",""recupAVBonm91qECN"",""recqGbxefTWyCGk2p"",""recmOBGGtl31evoDs"",""recbqc6nBhkcpWvxs"",""reccQOTWUNFFnFYeR""]"
recewHmXlXUiSJDXz,2025-01-28T07:45:46.000Z,Urban Cooling Networks,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:46.000Z,
recgKw8lsQZssWapB,2025-01-28T07:45:51.000Z,Crop Disease Tracking,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:51.000Z,
recgdHgF4VvLUIivn,2025-01-28T07:45:47.000Z,Telehealth Infrastructure,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recuXgBD3WvK8fp97"",""recSpc0UEPj9XY8e2"",""recnTh7tS3CHM6F9r""]"
recggq8gJe3HEisis,2025-01-28T07:45:36.000Z,Shelter Management Platforms,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-01-28T07:45:36.000Z,
recgoWOsPlSRHtvnh,2025-01-28T07:45:33.000Z,Resilient Telecommunications,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec45miuyKi4Ya5Nk"",""recL0nhAM4vq9Md52"",""recLnrDd1ekKUta9y"",""recMR76ETKGH3fG3D"",""receh3uOYNxGZGetn"",""rechL6HbDsktyWUR9"",""rectoxmnC1dP11uTQ"",""recePfy1jwE5Yhpw4"",""recSI6tffRJHtBnIw"",""recaC85moQPfcwPMc"",""reczFkjarWpDWa969"",""recHmB3dCH0nX6Pzh"",""rec5wZDaJqDgch7IA"",""recPi5jZvS0bEGK9U"",""recvdWwYM7B0HLGnB"",""recrx2ecxOJCD68iX"",""recwwMST4Ayc0Rmyy"",""recBe8tMDnFsf6x0D"",""rec06fthCkIdUwgOY"",""recQPnG0pgeaKFPEB"",""recuaJ5YvWoD8VLdV"",""rec0hI1Ul2t66hO3p"",""rec04BHIRP3hOJWsO"",""recTAiTz3YyCk3cNS"",""recgVKPUEFEqwFy38"",""rec7YfRNhmfDaNfz5"",""recptRxjZb6m1wPsa"",""rect5BBBY8gsTDEyI"",""recMf5BBb6r8T07qd"",""rec2lCmjfL418bK1W"",""recFL3l8fcUJs46Ax"",""recagfH8It5rgNEGR"",""receHp839R6tXnssU"",""recPrCeiHRbKnuLb8"",""recRj96PWjH9JNkKy"",""rec2CN9KumWBzsEoH"",""rec8pANzSVMReaPij"",""recDCa9Y5M1vfwZjO"",""reckzV1KfzLNCt47E"",""reclDFyoyeqbtVHIH"",""recUtX7aSIXMxHG1G"",""recp08wyqekax1XDl"",""recAwfKkcpzTHvbxp"",""recERbpFeDSDqd4cG"",""recmJy6qoh6hkInxP""]"
rech1ekNYeTNTpPeF,2025-01-28T07:46:03.000Z,Open Data Sharing Platforms,2025-01-28,Active,"[""recbct4wUzEIwCsjH""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recTqLGHwSlej8aw6"",""recfMU4XvJTas51DW"",""recss1m1zYW74KC30"",""recVEJIQ9OmIscN2O"",""recbgyervCKuvJtC9"",""recQw8rmkNJhD0ZS6"",""recfdQnvVdfS1SAZv"",""rectnHe2KleeynOYD"",""recBd9uiRd7bMJOqf"",""recLxF9Wy3nuPOG1H"",""recVrTv0CxHYTOcTt"",""reclaKcMByRGl6NNk"",""recK8LU31PGqslyDp"",""recUKsfEaZ4IaF2sK"",""recFePn7AutA0Fgsg"",""recDS4d6l1asR2XfF"",""rec22AHc6U6XtRUru"",""recmDkp1qmfLu0gcf"",""rec5Yk6kjaGymdUCT"",""rec4TgAnYyPqMi1pB"",""recq8RmpLhZC9hS6t"",""recxPXhCEKJUzVkxQ"",""recYlHQFqjnAQYNmC"",""recedD1jL2XrGWifB"",""recMcw1lfCZ2Ny3Zi"",""recUh2MxGSforhoES"",""recmgJ8XmhEc0scBx"",""recdmd5dGPX4gm3cY"",""recXmxWMciKeQcHbg"",""recb1G9pisJEkT2Ez"",""reccGTt8Z3oVJ6Qts"",""recOuWMNsS4PLZB7R"",""recmuBrzgU58gGQmf"",""recugde2xQlMiMayN"",""recxFaJciELMi7GeH"",""recEIQnuRQOEOpbTs"",""recKA4CkuAds6ZxFi"",""recQLm2FoXgNbp1zZ"",""recuDFSYGFEivVwyn"",""recmO2ftQNz4fpnVo"",""recCjUnEGAJLIMahV"",""recQBbY0HIl4Y2473"",""rectftYR8zfSfRITJ"",""rec0atvo1K8SW92xO"",""rec1QDERyGV6blMBD"",""recCmg982ME7n8OvA"",""recR9R93tHnolYCDu"",""recmdieySfn10hHAx"",""recnMOfCCEwfnC0Yn"",""recswP0THBfbyDxlD"",""recttMs16COdduuOb"",""rectToWMW8QtjfkFM"",""recDPbQmZekZKZ4QM"",""reclRQ6HHXcZ7sUTj"",""recpENGrI5H0fkWk4"",""recf50zA0U8TxOD6r"",""recw2LzHz4JlNnB0x"",""recWcDcbulDDoDv5z"",""recftnLdg4gBFdSED"",""recImFkubkoYZWiKg"",""recdKSqKlKQy0FDRf"",""recr2Odlfu3o40jTX"",""rec3nKbedaAotj0qJ"",""recD3zOrJocmm8RSm"",""recTBCtQBPZ99lvp5"",""recjtBhxHwIDJxD7W"",""recQ2MR26r3SsGw7g"",""recfFByhjMgxt7lCu"",""recg4yU8EdqeWdN6G"",""rec5cWgbwOGdymqBT"",""rec1JJu86IufvpA5M"",""rec1jYPfmMEpMxuqi"",""recG81Jo8jIlVsnRy"",""recG9i6oR2QMtC6zk"",""recITZM98NBQ55Xg9"",""rec2yrqZWwvwVrMuc"",""recnKPoOy8RyvgVEG"",""recdXC8vz1mRBNe3k"",""receeJFpRux1dnQEe"",""recHwI0SKJuzCTjUR"",""recN22b40iy9Zy1dj"",""recSrU4mLAKzaQN9y"",""recmD6fSDPWPwf2Mo"",""rec3rMj8sasGqlL08"",""rec45w96DtlAk3X5R"",""recI52gk6mXiQ53Ry"",""recr3JQJeVtEDxTFR"",""recECBOOe6MbM3Pa0"",""recKPsOsfHRbQB3LN"",""recMwWrMjCn6Ca6Bp"",""recVG0l88ECO6sixi"",""recG2RwPwJdvurwWA"",""recZg3Q8KmHkSqi4I"",""recYq0351ry5RM3NF"",""rece01jXvzpkdWxwE"",""recivkP6qLWgunysg"",""recAM3SLbIrXwBMMO""]"
rech98gMOvxIwNSNh,2025-01-28T07:45:55.000Z,Social Vulnerability Tracking,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recLoHK6f6986y7e8""]"
rechEPA39CuAzi5Ja,2025-01-28T07:45:53.000Z,Community Aid Coordination,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:53.000Z,
rechJA9Dut1fHNLHS,2025-01-28T07:45:28.000Z,Air Quality Alert Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recWzrjdObrJHVtLq"",""rec00h3V34O4xzf8v"",""recj792rB4MVFiuys"",""recoOqsFFz2POcWwg"",""recRhulna06druxMO"",""recHzhTlowOwGVTWr"",""recRo0ikGLlMuiUQE"",""recAbOgdt3hCcbqMW"",""recOfGAuX7DeA6Q2Y"",""recvl1Lwtl9Q0nUdr"",""recdvxmBk8i4wmTDZ"",""recrr0KcslQbSrK1h"",""recxBNuAjYTZ4JNZC"",""recLMdwjhzmRNDBeQ"",""recxPYs1LnR3iVWVQ"",""recEtJ32SQOYbNfhx"",""recm6JzOhGGvdwXaO"",""recgVQAwaYjVss3oV"",""reczxXeuD0BIT6fWc"",""recIAyzmEOhZHef6Y"",""recYXWLnjOZZVvZMy"",""reckOBYASHislO1kA"",""rec5yxsOgVR84JXRF"",""recmqsT4DbhBKobFw"",""recnqXnDac5O7TWqQ"",""recfrEEpYlQMbsSqX"",""recAkN0Wgc5bcExG0"",""recF0yOQix89X9ZAr"",""rec7uNY01T9c6etAJ"",""reckfV6BKfYAhKA9k"",""recnlFqkITIQrY65l"",""recoUECVXTsQ1sFDP"",""rec9hsRTWGubebl8w"",""recrkupzz8sJ3Z6X0"",""recdn3eTpWwfqqFdT"",""recEAfyhXPUjB81gj"",""reco76KYKcmsCR86X"",""recpUA4fSYavomikl"",""recXEYf1ja2CFRA8X"",""rec05w104r368X6Eh"",""recbJI1vuYgYjoZV8"",""reca5DXoDpGsraGoq"",""rec4hgdi1veaZRAER"",""recgZEMnvL2dEbWGx"",""rechRhCogWUwRaFZe"",""recEamiVC5J9XO0ji"",""recx2ivQOTrSlD3oo""]"
rechWJSouhxyCyu2I,2025-01-28T07:45:50.000Z,Food Supply Monitoring,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""reco0f5jjNHbVqBhi"",""rec29rDJeCcdL7nOI"",""rec24Kx5aeFGTwuBl"",""recmKai76GtFhXF2Y""]"
rechapLWZkjudJiXf,2025-01-28T07:45:51.000Z,Cold Chain Resilience,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:51.000Z,
reci5KQXDB9XZZCSw,2025-01-28T07:45:32.000Z,Smart Water Distribution Networks,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recBJtIgyNrkirw26"",""reclMyg0Xyex7PxnN"",""recSgc0CEvO7sNLru"",""recOBhb0pGlRSHdEQ"",""recUtF6MWoFgPqALK"",""recjzIHCzQ9iffBfS"",""recu0U8JQqiFIQ2Ht"",""recna9tFjRxVulqNh"",""recrbNOD5n54AxjjS"",""recUAydtA1nWhWp7N"",""reczcohxDEwr3ZIfG"",""recb2lGC9c7vg1AnO"",""recTg5nxae6EbHrMD"",""recPgD9gjmDLLpxtX"",""recc73M5MStLJ8hwc"",""recF9bDMIesr0sJ8D"",""recOneZuPvpIWmkvx"",""reccuXanSp7X0OL2b"",""recXVK2uSOIcTwWfG""]"
reciWft3LftQYhUKJ,2025-01-28T07:45:51.000Z,Emergency Supply Routing,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:51.000Z,
reciZiI2FAU9C4Qal,2025-01-28T07:45:37.000Z,Recovery Planning Software,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-01-28T07:45:37.000Z,
recicgB12oVLhp6hy,2025-01-28T07:45:36.000Z,Response Coordination Software,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rechBMkK5JrPFRFoD"",""recvaEKFzHlTXhAml"",""rec7azoE3UCYO605q"",""recaoKJ2i6gWUzuk1"",""rec1TQsc8otosNMvW"",""recJvfMO2o9MCG0cP"",""rec8vDohbQo58nUl8"",""recd4fO1aDuFXTcd8"",""reczg0KfEoUf55iHC"",""rectshQOOdpffojme"",""recOqu2jq11vIe5Ja"",""rec43oQe9W1xL0wIL"",""recCdenM57Y2kPQdb"",""recED8tMPXfChm23m"",""recG8Al7NOMXkhVmd"",""recI9G8TZmDlqbxw8"",""recIOQiOkOk3EPsZ8"",""recxdwshOY6SzB3cK"",""recMoQ5qtzK3pTTGH"",""recg49CHwzKLuRtAg"",""recrKZkbhw0U9TOMz"",""recwoKN4ImnTIlNAK"",""recnWLuQsva2JGKbB"",""reclHMiFN2Defppe9"",""recx797ncPZUvB7Vx"",""recT4KV7FjuegW0SZ"",""reczZW6wiH5KZZyWF""]"
reciwQaSajnB3NEjq,2025-01-28T07:45:40.000Z,Bioswale Monitoring,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-28T07:45:40.000Z,
recjAqq1Xfbjwo7kX,2025-01-28T07:45:33.000Z,Hardened Transportation Networks,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:33.000Z,
reck5Q3ExLEzhDCpR,2025-01-28T07:45:42.000Z,Retention Basin Monitoring,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-01-28T07:45:42.000Z,
reclRebuZYLW4exua,2025-01-28T07:45:33.000Z,Resilient Power Networks,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recg8Np9SS7vJRPwe"",""recLQZlngL5Cmv84c"",""recSTQhqjrIvI0sek"",""recF1WFgiUhiE7BFI"",""recF6ilOffA6IkzyX"",""receyyqhUzmTNfpuF"",""recdhuFBzrUY7ZNXD"",""recVLW9rNOgxgHAtL"",""reccP75UGyOgOXihP"",""recaAv0AM2yVvd13L"",""recdcc0uCppnyyIVK"",""recFHg6mb05TcUTjc"",""recvyQWmbzQhwfrny"",""reczLTzD2zq8AA4Zq"",""rec9KGlVV9AeygsJx"",""recO3p2Wk6lLtRZkN"",""recUBVnYHxCuYwwLk"",""recmyA0B02W3ShjFW"",""recjj1TIbWVlUBVOy"",""recaKsFq6fxpQUXRp"",""recwkBz2cluG0naFU"",""recNeCpC6MKeC4N1o"",""recZiFyqoDAFhSCUe"",""rec6clLcg516wao3p"",""recAJqVNaw1mQ2iuR"",""recKzm9GkNlNY1UX5"",""recnbHmzSd6OcU1Em"",""recJRneRGF3Zia3hz"",""recy0NwEOFRRMXCSK""]"
reclnlhgqeqczyKmO,2025-01-28T07:46:02.000Z,Sector Vulnerability Assessment,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:02.000Z,
recmVSeDQO8daIeCV,2025-01-28T07:45:33.000Z,Critical Facility Protection,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:33.000Z,
recnemthbF0GrAz9r,2025-01-28T07:45:43.000Z,Contamination Monitoring,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rectQIBCJ6B6XGw8r"",""recWMFZtWrE2P4944""]"
reco0poD4GZ2JJGcz,2025-01-28T07:45:37.000Z,Emergency Resource Logistics,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recHdivFEgeLTziIO"",""recGdvi7HRpuFf6Ic""]"
recobtoHFczqG64lu,2025-01-28T07:46:03.000Z,Climate Data Standardization Tools,2025-01-28,Active,"[""recbct4wUzEIwCsjH""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recoYBDslJrliczKg"",""recRZ5NenO9B4I00s"",""recadxbuxhIzEtFut"",""recfcyg67vHnhWXqf""]"
recooAYBKHZwGfVWk,2025-01-28T07:45:45.000Z,Water Storage Optimization,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-01-28T07:45:45.000Z,
recq0DlEBQzAyOz2j,2025-01-28T07:45:58.000Z,Climate Finance Tracking,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-01-28T07:45:58.000Z,
recqFLsJRhgvfAVe9,2025-01-28T07:45:28.000Z,Environmental Sensor Networks,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recerskgcLKlXZjLq"",""recbzwtcu9yzNxCr9"",""rech0NFWxu65j47BU"",""recLUPFptTm8taiR9"",""recpZJ4Aogyg6iA0n"",""reci3x99XnyBh0MMR"",""recDZ7Nxbpu0vOzFs"",""recKgTRcuu2In5HCY"",""recraVi4c9BKQwkYZ"",""reczQXtXsD7ZMW06J"",""recNKyTs6PzyAuDOV"",""reciL6FPraeSR9OZC"",""recMH5jhxZOTz4jo4"",""rec5M4D0bn2VmCs59"",""recHIKjKmXzzAKmJP"",""recwQEWQ5ztDrWmLV"",""recWDTjauUuKWzVPy"",""recpSWgkC8g63x9LE"",""rec0CRkfVCMtoSkg8"",""rec6QxUN4lJwXrcS5"",""recmYVpmxmtatCGPG"",""recq6NFmYHCxNSLAC"",""recxTvlYmXWnhwxjh"",""recQV1wiEk5oILqoB"",""recMcMvYrj3b2t2vi"",""recPEIZfbDsaXrXrr"",""recRWZRDVEca5jnpD""]"
recqOUgf1kanNywCd,2025-01-28T07:45:49.000Z,Weather-Smart Agriculture Systems,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recd83U76EB0s3otZ""]"
recqRIcbHrCSR3MO4,2025-01-28T07:45:49.000Z,Adaptive Farming Platforms,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec2TcM0AmqEZqSw5"",""recGsqPVE4XVYnckd"",""recroar0PCjB4ZgKu"",""rec6LQ35VISoZtBRS"",""recNbYeF1LULvT70g"",""recUJLsloyuKkKlQZ"",""recU9zDyiFX9Iqxb9""]"
recrF5HwrOgeO35v4,2025-01-28T07:45:54.000Z,Public Feedback Systems,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:54.000Z,
recrKnl1Sx565HRKg,2025-01-28T07:45:56.000Z,Scenario Planning Systems,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""receGcwrSBsKn2Bhe"",""recshdwYHojSHqGq5"",""recsHhjvS6TAvKehv"",""rec7Mz24BOMn0zx6B"",""recIun7s02aitftM5"",""recU5yImVVw7TTGc1"",""rec3hhP2uWptZGt0q"",""recQLa6m6bionf0pE"",""recZ1jBVt9Cwg8I4q"",""rec2Vx0fxsMuPQLCw"",""rec6r9esC9wJABJSp"",""rec7O27BFjLHhz7Dv"",""recpI62RXleWWSGfA"",""recSugtX0omkrARu8""]"
recrRwmjZcVuNxW3y,2025-01-28T07:45:39.000Z,Natural Buffer Maintenance,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-28T07:45:39.000Z,
recrUQtCy8BNxLSQh,2025-01-28T07:45:59.000Z,Climate Model Downscaling Tools,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recLiKiiLPQL6QuA5"",""rec9977oypKQyvha0""]"
recsOD2DwaZXGBKbd,2025-01-28T07:45:54.000Z,Participatory Planning Platforms,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recpnuupfuYgAD6GH"",""rectwxggc56nauw8j"",""rech7k8pOsZpaQDkV"",""recPJNN9GuGFS5hDy"",""reci1WX8JFCW4IpK1"",""recS0E8Jubp55pyyk"",""reczab9aPHgqI0RT3"",""recALpUd4A4gWzOCc"",""recwFBiw65KgJv5Sl"",""recOWVXzKP0LtAZSQ"",""recGNCDZ5Qgzu54vZ"",""rec3DN9ReBvRdCtKb"",""rec5ss6cwWvew8OxB"",""recEeVMmy2VAIXQmz"",""rec6lxPukwenSnwh2"",""reckb08rfHnIXjSA9"",""recz2TOi1Ly5sP14P"",""recTzspetsecpHUz7"",""reclS5N72siqXuK5H"",""recEshXipYQLKBE3P"",""recAdhOmPZssuags7"",""rec7hT5opGi69oDP7"",""rec7m3YpV5K1e33LO"",""rec2Xj6JTDytKs7nB"",""recKCtkWqYb70IsTO""]"
rectWtzRiykSkdUGc,2025-01-28T07:45:43.000Z,Water Efficiency Tracking,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recP1q8stoTiunHSg"",""recdnEbflOG7KEicA"",""recBhHOYTIPIwUz2A""]"
recu78jPFNzCyG3ZR,2025-01-28T07:45:53.000Z,Financial Protection Platforms,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-29T15:29:00.000Z,
recuIENNK04W2UfHv,2025-01-28T07:45:35.000Z,Emergency Alert Systems,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recCkilT3ocwDTmRN"",""reccw0u55e5pMVVHJ"",""recGK1ZvfY4mA4UPQ"",""recomnFfi8ngHNi1Y"",""recdLLqOjE6rR3VVV"",""recVesEOuoR7Bu3Mp"",""recvhhqyVejfAKYTg"",""recMcoN0JDgiCLRwi"",""recxgEC2Q3DJfsW0Y"",""reczrGzlyRvMs1f0A"",""recYrqvLOBajWceML"",""rec84NYbYc0PTSskB"",""reckLgvGJqKgj3BHn"",""recxFx1BaAGx3hWq4"",""recSIkV27hXmY1LR0"",""recPwJ7F3LvMTDzLr"",""recvXN6SJdYq1H7vc"",""recWRNQcQDLSw1p43"",""recbXJw7V5dP0NgBM"",""recgvGJdX0mehdjtn"",""recwCxFIGURXZTjIf"",""recBiQ3LuYKExLwCO"",""recOqSiCMfNGDFQhD"",""recPRJNEVBhff4Hzc"",""recF77BRSCzXu5AI1"",""recUV8NT18YuDzrwF"",""rec7QYLgg9ibaC0kR"",""recgIgDM3mhqA9DdF"",""reckWaEXHYFusGsqL"",""rec3C3RGkeHZrseKJ"",""recUMfWijj31rp6EY"",""recxMR3h15G02Vj4v"",""recRpFOGjxM0d3ETW"",""recVFXnwzeqwNquIJ"",""rectWhxOwOq6FjmwP"",""recPcTCyXpy23De6i"",""recnlXRPforKj8ELv"",""rec6SRibCakSGHGAR"",""rec8vgutNDMhBcSdy"",""reccvNLUM7J8aE7nU"",""recx4KK0PI5W0NIO3"",""recFRw4LPOGahLsMg"",""recHoLHtukOZHHAuZ"",""recM5dpRvqB7J3IvB"",""recuBJMDzDLCUP3KZ"",""recWwItY0NJ2rG3lQ"",""rec0ovmvdoSO5SXAg"",""reckz8gTcst6uDf79"",""recypH5KU1g2YN5FU"",""recXCJGvzXXCBiVt8"",""recxyjq4cd5HyifpW"",""recipMFy5RSCn6Owo"",""recvxLm7P4QPArRsU"",""recPTGqrtodIk5LAR"",""rec51cd6NXtMvjJpY"",""recoHsNllauCsFvRa"",""recZxjh3GKMDGuzQf""]"
recuVN8L0k3ds3SNk,2025-01-28T07:45:36.000Z,Emergency Supply Tracking,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recqYQNs5W7ewaWn1"",""recFWkWlThPxB5OSF""]"
recugiCCFO5VkhlqQ,2025-01-28T07:45:50.000Z,Agricultural Risk Assessment,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:50.000Z,
recujyzKt6btCzx22,2025-01-28T07:45:30.000Z,Impact Forecasting Applications,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recZlblMpARmFKXhu"",""recSssgoW9ao4mpbu"",""recq2Km2ME1PtO3xn"",""rec7QrXcU2jNyjmuU"",""recvfnbdAyUNk2FLZ""]"
recuno5U8pDfeYHFa,2025-01-28T07:45:41.000Z,Watershed Protection Tools,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recCbAd7Z4lM0Xprq"",""rec1lHEvec212NdDY""]"
recv1aklvJLGJkjvA,2025-01-28T07:45:31.000Z,Flood Protection Systems,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:31.000Z,
